ID,Language,Subscription_Type,Subscription_Event_Type,Purchase_Store,Purchase_Amount,Currency,Subscription_Start_Date,Subscription_Expiration,Demo_User,Free_Trial_User,Free_Trial_Start_Date,Free_Trial_Expiration,Auto_Renew,Country,User_Type,Lead_Platform,Email_Subscriber,Push_Notifications,Send_Count,Open_Count,Click_Count,Unique_Open_Count,Unique_Click_Count,Currency_Ex_Rate,Purchase_Amount_in_USD,Subscription_Length,  USD_per_day  ,,
32228,ESP,Limited,RENEWAL,Web,79,USD,4/8/19,10/8/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,26,1,1,1,1,1,$79.00,183, $0.43 ,,
32262,ITA,Limited,RENEWAL,Web,79,USD,4/29/19,10/29/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,17,0,0,0,0,1,$79.00,183, $0.43 ,,
32467,RUS,Limited,RENEWAL,Web,79,USD,4/23/19,10/23/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,33,0,0,0,0,1,$79.00,183, $0.43 ,,
32507,ENG,Limited,RENEWAL,Web,79,USD,4/23/19,10/23/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,1,$79.00,183, $0.43 ,,
32602,ESP,Limited,RENEWAL,Web,79,USD,6/6/19,12/6/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,36,6,1,6,1,1,$79.00,183, $0.43 ,,
33338,KOR,Limited,RENEWAL,Web,79,USD,4/9/19,10/9/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,44,2,0,2,0,1,$79.00,183, $0.43 ,,
33767,KOR,Limited,RENEWAL,Web,79,USD,4/12/19,10/12/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,35,0,0,0,0,1,$79.00,183, $0.43 ,,
34021,ESP,Limited,RENEWAL,Web,79,USD,6/13/19,12/13/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,51,0,0,0,0,1,$79.00,183, $0.43 ,,
34188,ESP,Limited,RENEWAL,Web,79,USD,4/13/19,10/13/19,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,24,3,0,3,0,1,$79.00,183, $0.43 ,,
34210,CHI,Limited,RENEWAL,Web,79,USD,6/18/19,12/18/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,14,12,0,10,0,1,$79.00,183, $0.43 ,,
34232,ESP,Limited,RENEWAL,Web,79,USD,4/6/19,10/6/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,1,$79.00,183, $0.43 ,,
34529,ITA,Limited,RENEWAL,Web,79,USD,3/31/19,9/30/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,38,0,0,0,0,1,$79.00,183, $0.43 ,,
34553,ESP,Limited,RENEWAL,Web,79,USD,6/7/19,12/7/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,36,0,0,0,0,1,$79.00,183, $0.43 ,,
34568,ESP,Limited,RENEWAL,Web,79,USD,6/19/19,12/19/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,27,0,0,0,0,1,$79.00,183, $0.43 ,,
34673,FRA,Limited,RENEWAL,Web,79,USD,10/30/19,4/30/20,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,5,5,0,2,0,1,$79.00,183, $0.43 ,,
34680,ENG,Limited,RENEWAL,Web,79,USD,6/3/19,12/3/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,1,$79.00,183, $0.43 ,,
34859,ESP,Limited,RENEWAL,Web,79,USD,10/24/19,4/24/20,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,4,4,0,2,0,1,$79.00,183, $0.43 ,,
34872,ENG,Limited,RENEWAL,Web,79,USD,4/7/19,10/7/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,27,0,0,0,0,1,$79.00,183, $0.43 ,,
34958,ESP,Limited,RENEWAL,Web,79,USD,10/21/19,4/21/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,13,13,0,2,0,1,$79.00,183, $0.43 ,,
35169,FRA,Limited,RENEWAL,Web,79,USD,10/7/19,4/7/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,2,0,0,0,0,1,$79.00,183, $0.43 ,,
35345,FRA,Limited,RENEWAL,Web,79,USD,6/27/19,12/27/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,4,1,1,1,1,1,$79.00,183, $0.43 ,,
35461,ESP,Limited,RENEWAL,Web,79,USD,4/1/19,10/1/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,34,4,0,3,0,1,$79.00,183, $0.43 ,,
35631,ESP,Limited,RENEWAL,Web,79,USD,6/21/19,12/21/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,3,1,1,1,1,1,$79.00,183, $0.43 ,,
35704,FRA,Limited,RENEWAL,Web,79,USD,6/4/19,12/4/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,17,0,0,0,0,1,$79.00,183, $0.43 ,,
35983,CHI,Limited,RENEWAL,Web,79,USD,4/1/19,10/1/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,1,$79.00,183, $0.43 ,,
36392,FRA,Limited,RENEWAL,Web,79,USD,10/28/19,4/28/20,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,4,4,0,2,0,1,$79.00,183, $0.43 ,,
36469,FRA,Limited,RENEWAL,Web,79,USD,10/26/19,4/26/20,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,4,1,0,1,0,1,$79.00,183, $0.43 ,,
36629,ARA,Limited,RENEWAL,Web,79,USD,6/9/19,12/9/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,41,0,0,0,0,1,$79.00,183, $0.43 ,,
36644,ESP,Limited,RENEWAL,Web,79,USD,6/26/19,12/26/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,38,0,0,0,0,1,$79.00,183, $0.43 ,,
36660,ESP,Limited,RENEWAL,Web,79,USD,10/18/19,4/18/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,8,6,0,2,0,1,$79.00,183, $0.43 ,,
36683,ESP,Limited,RENEWAL,Web,79,USD,10/30/19,4/30/20,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,20,20,0,3,0,1,$79.00,183, $0.43 ,,
36701,DEU,Limited,RENEWAL,Web,79,USD,10/15/19,4/15/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,4,0,0,0,0,1,$79.00,183, $0.43 ,,
36787,ESC,Limited,RENEWAL,Web,79,USD,4/26/19,10/26/19,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,1,$79.00,183, $0.43 ,,
36801,ENG,Limited,RENEWAL,Web,79,USD,6/13/19,12/13/19,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,1,$79.00,183, $0.43 ,,
36897,ESP,Limited,RENEWAL,Web,79,USD,6/3/19,12/3/19,Yes,No,NULL,NULL,No,US/Canada,Consumer,Web,Yes,Yes,80,0,0,0,0,1,$79.00,183, $0.43 ,,
37012,ESP,Limited,RENEWAL,Web,79,USD,5/31/19,11/30/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,58,16,0,13,0,1,$79.00,183, $0.43 ,,
37040,ESP,Limited,RENEWAL,Web,79,USD,10/25/19,4/25/20,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,4,0,0,0,0,1,$79.00,183, $0.43 ,,
37090,ESP,Limited,RENEWAL,Web,79,USD,6/14/19,12/14/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,41,11,0,11,0,1,$79.00,183, $0.43 ,,
37262,ESP,Limited,RENEWAL,Web,79,USD,6/13/19,12/13/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,48,7,0,4,0,1,$79.00,183, $0.43 ,,
37353,FRA,Limited,RENEWAL,Web,79,USD,10/16/19,4/16/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,15,12,8,3,1,1,$79.00,183, $0.43 ,,
37406,FRA,Limited,RENEWAL,Web,79,USD,10/7/19,4/7/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,9,6,0,3,0,1,$79.00,183, $0.43 ,,
37425,ESP,Limited,RENEWAL,Web,79,USD,4/2/19,10/2/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,1,$79.00,183, $0.43 ,,
37474,DEU,Limited,RENEWAL,Web,79,USD,4/30/19,10/30/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,51,0,0,0,0,1,$79.00,183, $0.43 ,,
37532,ARA,Limited,RENEWAL,Web,79,USD,4/14/19,10/14/19,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,17,0,0,0,0,1,$79.00,183, $0.43 ,,
37785,ESP,Limited,RENEWAL,Web,79,USD,10/29/19,4/29/20,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,5,2,0,1,0,1,$79.00,183, $0.43 ,,
37811,ITA,Limited,RENEWAL,Web,79,USD,6/12/19,12/12/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,17,0,0,0,0,1,$79.00,183, $0.43 ,,
38005,KOR,Limited,RENEWAL,Web,79,USD,4/7/19,10/7/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,37,0,0,0,0,1,$79.00,183, $0.43 ,,
38625,ESP,Limited,RENEWAL,Web,79,USD,10/23/19,4/23/20,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,7,5,1,3,1,1,$79.00,183, $0.43 ,,
38631,ESP,Limited,RENEWAL,Web,79,USD,6/7/19,12/7/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,1,$79.00,183, $0.43 ,,
38647,ITA,Limited,RENEWAL,Web,79,USD,6/20/19,12/20/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,46,5,0,2,0,1,$79.00,183, $0.43 ,,
38657,POR,Limited,RENEWAL,Web,79,USD,6/3/19,12/3/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,18,2,0,2,0,1,$79.00,183, $0.43 ,,
38698,ESP,Limited,RENEWAL,Web,79,USD,6/11/19,12/11/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,39,0,0,0,0,1,$79.00,183, $0.43 ,,
38931,POL,Limited,RENEWAL,Web,79,USD,6/26/19,12/26/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,22,2,1,2,1,1,$79.00,183, $0.43 ,,
38972,ESC,Limited,RENEWAL,Web,79,USD,6/18/19,12/18/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,41,0,0,0,0,1,$79.00,183, $0.43 ,,
39163,GRK,Limited,RENEWAL,Web,79,USD,10/27/19,4/27/20,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,4,3,2,2,1,1,$79.00,183, $0.43 ,,
39183,ESP,Limited,RENEWAL,Web,79,USD,4/16/19,10/16/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,1,$79.00,183, $0.43 ,,
39196,FRA,Limited,RENEWAL,Web,79,USD,4/18/19,10/18/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,23,0,0,0,0,1,$79.00,183, $0.43 ,,
39239,JPN,Limited,RENEWAL,Web,79,USD,6/13/19,12/13/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,1,$79.00,183, $0.43 ,,
39339,ESP,Limited,RENEWAL,Web,79,USD,6/24/19,12/24/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,41,0,0,0,0,1,$79.00,183, $0.43 ,,
39590,ENG,Limited,RENEWAL,Web,79,USD,10/21/19,4/21/20,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,3,0,0,0,0,1,$79.00,183, $0.43 ,,
39758,ITA,Limited,RENEWAL,Web,79,USD,6/16/19,12/16/19,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,1,$79.00,183, $0.43 ,,
599,FRA,Limited,RENEWAL,Web,79,USD,3/30/19,9/30/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,1,$79.00,184, $0.43 ,,
1076,CHI,Limited,RENEWAL,Web,79,USD,3/19/19,9/19/19,Yes,No,NULL,NULL,Yes,US/Canada,Consumer,App,Yes,Yes,184,11,0,11,0,1,$79.00,184, $0.43 ,,
1204,TUR,Limited,RENEWAL,Web,79,USD,8/3/19,2/3/20,Yes,No,NULL,NULL,No,Other,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL,1,$79.00,184, $0.43 ,,
1682,ESP,Limited,RENEWAL,Web,79,USD,5/8/19,11/8/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,37,0,0,0,0,1,$79.00,184, $0.43 ,,
2150,JPN,Limited,RENEWAL,Web,79,USD,3/25/19,9/25/19,No,No,NULL,NULL,No,US/Canada,Consumer,Web,Yes,Yes,291,133,42,36,4,1,$79.00,184, $0.43 ,,
2336,DEU,Limited,RENEWAL,Web,79,USD,7/31/19,1/31/20,Yes,No,NULL,NULL,No,US/Canada,Consumer,App,Yes,Yes,56,0,0,0,0,1,$79.00,184, $0.43 ,,
2768,DEU,Limited,RENEWAL,Web,79,USD,5/20/19,11/20/19,Yes,No,NULL,NULL,No,US/Canada,Consumer,App,No,Yes,NULL,NULL,NULL,NULL,NULL,1,$79.00,184, $0.43 ,,
2869,RUS,Limited,RENEWAL,Web,79,USD,5/8/19,11/8/19,Yes,No,NULL,NULL,No,US/Canada,Consumer,Web,Yes,Yes,159,2,0,2,0,1,$79.00,184, $0.43 ,,
2905,FRA,Limited,RENEWAL,Web,79,USD,3/14/19,9/14/19,No,Yes,12/3/19,12/6/19,No,US/Canada,Consumer,Web,Yes,Yes,4,0,0,0,0,1,$79.00,184, $0.43 ,,
2912,POR,Limited,RENEWAL,Web,79,USD,3/27/19,9/27/19,No,Yes,10/27/19,10/30/19,No,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0,1,$79.00,184, $0.43 ,,
4816,ESP,Limited,RENEWAL,Web,79,USD,7/3/19,1/3/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,34,11,0,6,0,1,$79.00,184, $0.43 ,,
5187,FRA,Limited,RENEWAL,Web,79,USD,7/29/19,1/29/20,No,No,NULL,NULL,No,US/Canada,Consumer,Web,Yes,Yes,56,0,0,0,0,1,$79.00,184, $0.43 ,,
5535,FRA,Limited,RENEWAL,Web,79,USD,8/5/19,2/5/20,Yes,No,NULL,NULL,No,US/Canada,Consumer,App,Yes,Yes,50,0,0,0,0,1,$79.00,184, $0.43 ,,
5634,ESP,Limited,RENEWAL,Web,79,USD,5/10/19,11/10/19,No,No,NULL,NULL,No,US/Canada,Consumer,Web,Yes,Yes,58,0,0,0,0,1,$79.00,184, $0.43 ,,
5933,DEU,Limited,RENEWAL,Web,79,USD,8/5/19,2/5/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,14,4,0,2,0,1,$79.00,184, $0.43 ,,
6104,ITA,Limited,RENEWAL,Web,79,USD,7/26/19,1/26/20,No,No,NULL,NULL,Yes,US/Canada,Consumer,Web,Yes,Yes,13,0,0,0,0,1,$79.00,184, $0.43 ,,
6201,ESP,Limited,INITIAL_PURCHASE,App,79,USD,2/14/19,8/17/19,Yes,No,NULL,NULL,No,US/Canada,Consumer,App,Yes,Yes,125,2,2,1,1,1,$79.00,184, $0.43 ,,
6298,ESC,Limited,RENEWAL,Web,79,USD,5/2/19,11/2/19,No,No,NULL,NULL,No,US/Canada,Consumer,Web,Yes,Yes,64,2,0,2,0,1,$79.00,184, $0.43 ,,
6460,POL,Limited,RENEWAL,Web,79,USD,5/29/19,11/29/19,Yes,No,NULL,NULL,No,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0,1,$79.00,184, $0.43 ,,
7016,ESP,Limited,RENEWAL,Web,79,USD,5/20/19,11/20/19,Yes,No,NULL,NULL,No,US/Canada,Consumer,Web,Yes,Yes,34,0,0,0,0,1,$79.00,184, $0.43 ,,
7513,DEU,Limited,RENEWAL,Web,79,USD,8/6/19,2/6/20,Yes,No,NULL,NULL,No,US/Canada,Consumer,App,Yes,Yes,94,3,0,3,0,1,$79.00,184, $0.43 ,,
7667,JPN,Limited,RENEWAL,Web,79,USD,5/11/19,11/11/19,Yes,No,NULL,NULL,No,US/Canada,Consumer,App,Yes,Yes,75,0,0,0,0,1,$79.00,184, $0.43 ,,
7669,ESP,Limited,RENEWAL,Web,79,USD,5/16/19,11/16/19,Yes,No,NULL,NULL,No,US/Canada,Consumer,Web,Yes,Yes,77,0,0,0,0,1,$79.00,184, $0.43 ,,
7739,ESP,Limited,RENEWAL,Web,79,USD,5/11/19,11/11/19,Yes,No,NULL,NULL,No,US/Canada,Consumer,App,Yes,Yes,219,60,0,33,0,1,$79.00,184, $0.43 ,,
8022,FRA,Limited,RENEWAL,Web,79,USD,7/30/19,1/30/20,Yes,No,NULL,NULL,No,US/Canada,Consumer,App,Yes,Yes,3,0,0,0,0,1,$79.00,184, $0.43 ,,
8368,ENG,Limited,RENEWAL,Web,79,USD,3/29/19,9/29/19,No,No,NULL,NULL,No,US/Canada,Consumer,Web,Yes,Yes,NULL,NULL,NULL,NULL,NULL,1,$79.00,184, $0.43 ,,
8731,POR,Limited,RENEWAL,Web,79,USD,5/1/19,11/1/19,No,No,NULL,NULL,Yes,US/Canada,Consumer,Web,Yes,Yes,41,0,0,0,0,1,$79.00,184, $0.43 ,,
9005,ESP,Limited,RENEWAL,Web,79,USD,7/3/19,1/3/20,Yes,No,NULL,NULL,No,US/Canada,Consumer,App,Yes,Yes,61,1,0,1,0,1,$79.00,184, $0.43 ,,
9285,ITA,Limited,RENEWAL,Web,79,USD,7/28/19,1/28/20,No,No,NULL,NULL,No,US/Canada,Consumer,Web,No,Yes,98,10,1,8,1,1,$79.00,184, $0.43 ,,
9422,FRA,Limited,RENEWAL,Web,79,USD,3/30/19,9/30/19,No,No,NULL,NULL,No,US/Canada,Consumer,Web,Yes,Yes,142,0,0,0,0,1,$79.00,184, $0.43 ,,
9827,ESP,Limited,RENEWAL,Web,79,USD,3/18/19,9/18/19,No,No,NULL,NULL,No,US/Canada,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL,1,$79.00,184, $0.43 ,,
10110,FRA,Limited,RENEWAL,Web,79,USD,3/18/19,9/18/19,No,No,NULL,NULL,No,US/Canada,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL,1,$79.00,184, $0.43 ,,
10158,ESC,Limited,RENEWAL,Web,79,USD,5/8/19,11/8/19,No,No,NULL,NULL,No,US/Canada,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL,1,$79.00,184, $0.43 ,,
10319,ESP,Limited,RENEWAL,Web,79,USD,3/30/19,9/30/19,No,No,NULL,NULL,No,US/Canada,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL,1,$79.00,184, $0.43 ,,
10418,ESP,Limited,RENEWAL,Web,79,USD,7/7/19,1/7/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,16,0,0,0,0,1,$79.00,184, $0.43 ,,
10620,ESP,Limited,RENEWAL,Web,79,USD,7/6/19,1/6/20,Yes,No,NULL,NULL,No,US/Canada,Consumer,App,Yes,Yes,70,1,0,1,0,1,$79.00,184, $0.43 ,,
10788,DEU,Limited,RENEWAL,Web,79,USD,3/20/19,9/20/19,No,No,NULL,NULL,No,US/Canada,Consumer,Web,Yes,Yes,74,0,0,0,0,1,$79.00,184, $0.43 ,,
10846,DEU,Limited,RENEWAL,Web,79,USD,7/15/19,1/15/20,Yes,No,NULL,NULL,Yes,US/Canada,Consumer,App,Yes,Yes,85,0,0,0,0,1,$79.00,184, $0.43 ,,
10874,ESP,Limited,RENEWAL,Web,79,USD,3/20/19,9/20/19,No,No,NULL,NULL,Yes,US/Canada,Consumer,Web,Yes,Yes,75,0,0,0,0,1,$79.00,184, $0.43 ,,
11102,ESP,Limited,RENEWAL,Web,79,USD,5/29/19,11/29/19,Yes,No,NULL,NULL,Yes,US/Canada,Consumer,App,Yes,Yes,47,0,0,0,0,1,$79.00,184, $0.43 ,,
11128,ESP,Limited,RENEWAL,Web,79,USD,7/18/19,1/18/20,No,No,NULL,NULL,Yes,US/Canada,Consumer,Web,Yes,Yes,106,0,0,0,0,1,$79.00,184, $0.43 ,,
12177,FRA,Limited,RENEWAL,Web,79,USD,3/26/19,9/26/19,No,No,NULL,NULL,No,US/Canada,Consumer,Web,Yes,Yes,154,8,0,8,0,1,$79.00,184, $0.43 ,,
12413,ESP,Limited,RENEWAL,Web,79,USD,3/27/19,9/27/19,No,No,NULL,NULL,No,US/Canada,Consumer,Web,Yes,Yes,151,3,0,3,0,1,$79.00,184, $0.43 ,,
12635,ESP,Limited,RENEWAL,Web,79,USD,5/29/19,11/29/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,1,$79.00,184, $0.43 ,,
12777,FRA,Limited,RENEWAL,Web,79,USD,10/29/19,4/30/20,Yes,Yes,8/19/17,8/22/17,No,Europe,Consumer,App,No,Yes,3,2,2,1,1,1,$79.00,184, $0.43 ,,
12834,ESP,Limited,RENEWAL,Web,79,USD,7/10/19,1/10/20,Yes,No,NULL,NULL,No,US/Canada,Consumer,Web,Yes,Yes,76,0,0,0,0,1,$79.00,184, $0.43 ,,
13159,ESP,Limited,RENEWAL,Web,79,USD,7/24/19,1/24/20,Yes,No,NULL,NULL,No,Other,Consumer,App,Yes,Yes,138,30,0,20,0,1,$79.00,184, $0.43 ,,
13253,JPN,Limited,RENEWAL,Web,79,USD,7/5/19,1/5/20,No,No,NULL,NULL,Yes,Other,Other,Unknown,No,No,26,1,0,1,0,1,$79.00,184, $0.43 ,,
13607,ESP,Limited,RENEWAL,Web,79,USD,5/12/19,11/12/19,No,No,NULL,NULL,No,US/Canada,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL,1,$79.00,184, $0.43 ,,
13642,ESP,Limited,RENEWAL,Web,79,USD,5/11/19,11/11/19,Yes,No,NULL,NULL,No,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0,1,$79.00,184, $0.43 ,,
13753,ESC,Limited,RENEWAL,Web,79,USD,5/28/19,11/28/19,Yes,No,NULL,NULL,No,US/Canada,Consumer,Web,No,Yes,52,23,2,17,1,1,$79.00,184, $0.43 ,,
13916,ESP,Limited,RENEWAL,Web,79,USD,3/30/19,9/30/19,Yes,No,NULL,NULL,No,US/Canada,Consumer,App,Yes,Yes,NULL,NULL,NULL,NULL,NULL,1,$79.00,184, $0.43 ,,
14168,ITA,Limited,RENEWAL,Web,79,USD,5/23/19,11/23/19,Yes,No,NULL,NULL,No,US/Canada,Consumer,Web,No,Yes,105,2,0,2,0,1,$79.00,184, $0.43 ,,
14212,ITA,Limited,RENEWAL,Web,79,USD,5/13/19,11/13/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,NULL,NULL,NULL,NULL,NULL,1,$79.00,184, $0.43 ,,
14430,ESP,Limited,RENEWAL,Web,79,USD,7/16/19,1/16/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,14,0,0,0,0,1,$79.00,184, $0.43 ,,
14726,JPN,Limited,RENEWAL,Web,79,USD,3/27/19,9/27/19,No,No,NULL,NULL,No,US/Canada,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL,1,$79.00,184, $0.43 ,,
14923,KOR,Limited,RENEWAL,Web,79,USD,7/1/19,1/1/20,Yes,No,NULL,NULL,No,US/Canada,Consumer,App,Yes,Yes,200,65,23,45,15,1,$79.00,184, $0.43 ,,
15106,ARA,Limited,RENEWAL,Web,79,USD,5/21/19,11/21/19,No,No,NULL,NULL,No,Europe,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL,1,$79.00,184, $0.43 ,,
15206,JPN,Limited,RENEWAL,Web,79,USD,6/1/19,12/2/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,6,0,0,0,0,1,$79.00,184, $0.43 ,,
15313,FRA,Limited,RENEWAL,Web,79,USD,5/3/19,11/3/19,Yes,No,NULL,NULL,No,Other,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL,1,$79.00,184, $0.43 ,,
15643,POR,Limited,RENEWAL,Web,79,USD,5/18/19,11/18/19,No,No,NULL,NULL,No,US/Canada,Consumer,Web,Yes,Yes,190,13,0,13,0,1,$79.00,184, $0.43 ,,
15879,ESP,Limited,RENEWAL,Web,79,USD,5/4/19,11/4/19,Yes,No,NULL,NULL,No,US/Canada,Consumer,App,Yes,Yes,70,0,0,0,0,1,$79.00,184, $0.43 ,,
16197,ESP,Limited,RENEWAL,Web,79,USD,5/13/19,11/13/19,No,Yes,10/25/19,10/28/19,No,US/Canada,Consumer,Web,Yes,Yes,NULL,NULL,NULL,NULL,NULL,1,$79.00,184, $0.43 ,,
16501,ESP,Limited,RENEWAL,Web,79,USD,7/14/19,1/14/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,11,0,0,0,0,1,$79.00,184, $0.43 ,,
16554,FRA,Limited,RENEWAL,Web,79,USD,7/2/19,1/2/20,No,No,NULL,NULL,No,US/Canada,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL,1,$79.00,184, $0.43 ,,
16614,ESP,Limited,RENEWAL,Web,79,USD,3/29/19,9/29/19,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,40,0,0,0,0,1,$79.00,184, $0.43 ,,
16911,ESP,Limited,RENEWAL,Web,79,USD,5/9/19,11/9/19,No,No,NULL,NULL,No,US/Canada,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL,1,$79.00,184, $0.43 ,,
17099,DEU,Limited,RENEWAL,Web,79,USD,8/7/19,2/7/20,Yes,No,NULL,NULL,No,US/Canada,Consumer,Web,Yes,Yes,31,0,0,0,0,1,$79.00,184, $0.43 ,,
17133,ESP,Limited,RENEWAL,Web,79,USD,5/6/19,11/6/19,Yes,No,NULL,NULL,No,US/Canada,Consumer,Web,Yes,Yes,17,0,0,0,0,1,$79.00,184, $0.43 ,,
17142,VIE,Limited,RENEWAL,Web,79,USD,5/24/19,11/24/19,No,No,NULL,NULL,No,US/Canada,Consumer,Web,Yes,Yes,79,0,0,0,0,1,$79.00,184, $0.43 ,,
17298,ESP,Limited,RENEWAL,Web,79,USD,5/29/19,11/29/19,No,No,NULL,NULL,No,US/Canada,Consumer,Web,Yes,Yes,79,0,0,0,0,1,$79.00,184, $0.43 ,,
17361,FRA,Limited,RENEWAL,Web,79,USD,3/22/19,9/22/19,No,No,NULL,NULL,No,US/Canada,Consumer,Web,Yes,Yes,53,0,0,0,0,1,$79.00,184, $0.43 ,,
17751,ESP,Limited,RENEWAL,Web,79,USD,7/9/19,1/9/20,Yes,No,NULL,NULL,No,US/Canada,Consumer,App,Yes,Yes,118,0,0,0,0,1,$79.00,184, $0.43 ,,
18669,ESP,Limited,RENEWAL,Web,79,USD,5/29/19,11/29/19,Yes,No,NULL,NULL,No,US/Canada,Consumer,Web,Yes,Yes,115,0,0,0,0,1,$79.00,184, $0.43 ,,
18679,ESP,Limited,RENEWAL,Web,79,USD,7/27/19,1/27/20,No,No,NULL,NULL,No,Other,Other,Unknown,No,No,8,0,0,0,0,1,$79.00,184, $0.43 ,,
